id,operation,sub operation,specific location,department,title,description,immediate action taken,date of occurrence,issue_category,reporting_period,observation_category
96746,Angola,Field Activities,Muconda_drill_site,Materials Handling,Observation,Improper stacking of materials creating instability and collapse hazards.,Improve the proper storage materials tools,2026-04-07T00:00:00.000Z,Other,Beginning,Negative Observation
96745,Angola,Field Activities,Muconda_drill_site,Materials Handling,Observation,"Inadequate segregation of work zones, leading to overlapping pedestrian and equipment traffic.",Reinforce the safe use of adequate segregation zone,2026-04-07T00:00:00.000Z,Other,Beginning,Negative Observation
96744,Angola,Field Activities,Muconda_drill_site,Materials Handling,Observation,"Materials stored in walkways and emergency access routes, obstructing safe movement.",Removed all materials in walkways,2026-04-07T00:00:00.000Z,Emergency Preparedness,Beginning,Negative Observation
96743,Angola,Field Activities,Muconda_drill_site,Drilling (Core & LLD),Observation,"Poor housekeeping resulting in cluttered work areas, increasing the risk of slips, trips, and falls",Reinforce with the team and supervisor leader to improve the housekeeping and tools management,2026-04-07T00:00:00.000Z,Safety,Beginning,Negative Observation
96740,Angola,Field Activities,Muconda_drill_site,Drilling (Core & LLD),Observation,"Workplace organization was found to be inadequate, with tools, equipment, and materials not systematically arranged or clearly identified.","Strengthen housekeeping and workplace organization by enforcing site standards, conducting regular inspections, and assigning responsibility to ensure sustained compliance.",2026-04-07T00:00:00.000Z,Other,Beginning,Negative Observation
96739,Angola,Field Facilities,Muconda_drill_site_fly_camp_accomodation,Accommodation (Company Owned),Observation,"During inspection, it was observed that the air-conditioning unit in the Muconda Fly Camp accommodation was not functioning.",Reported to fleet manager to repair and fix it,2026-04-06T00:00:00.000Z,Other,Beginning,Negative Observation
96598,Angola,Field Facilities,Lucapa Camp,Accommodation (Company Owned),A big presence of bees,there are several swarms of bees making hives in different areas in Lucapa camp,"Raise awareness in toolbox meetings, fog areares that pose a direct risk",2026-04-07T00:00:00.000Z,Safety,Beginning,Negative Observation
96593,Angola,Field Facilities,Muconda,Accommodation (Third Party),House Keeping in kitchen must improve,At the last visit it was noticed that the ladies working in the kitchen need to improve House Keeping in kitchen and general supervision is needed,It was discussed with the team and the senior person on site and continual supervision and correcting is essential,2026-04-01T00:00:00.000Z,Other,Beginning,Negative Observation
96591,Angola,Field Facilities,Muconda,Accommodation (Third Party),Kitchen sink loose,it was noted that the kitchen sink was loose at last visits and the wood needs to be replaced,It was reported and will be repaired within the week,2026-04-05T00:00:00.000Z,Other,Beginning,Negative Observation
96590,Angola,Field Facilities,Lucapa Camp,Accommodation (Company Owned),water leak,It was noted that the was a pipe leaking outside of the ladies ablution,Reported and was immediately repaired,2026-04-04T00:00:00.000Z,Other,Beginning,Negative Observation
96589,Angola,Transport Activities,Saurimo to Lucapa,Light Vehicles,Very young child next to the road,"While traveling from Saurimo to Lucapa, it was notice that there was a very young child on the side of the road unsupervised, that could run in front of the vehicle",Slowed right down and the risks and awareness discussed in the morning tool box talks,2026-04-05T00:00:00.000Z,Safety,Beginning,Negative Observation
96573,RSA Support Services,Field Laboratories,Petrographic services,Treatment & Processing,Leco machine water odour,"During a routine PTO i observed that the water that circulate inside the LECO machine has a very bad odour , when i asked why , i was told because the water has not been changed in a while . so the same old water circulate inside a small enclosed tank in the machine without been changed with a clean one .",Reported to Maintanance supervisor,2026-04-07T00:00:00.000Z,Safety,Beginning,Negative Observation
96391,RSA Support Services,Field Laboratories,IMLA,Sorting & Analysis,SDS/MSDS,When going through the chemicals of the IMLA mounting cabinet and chemical storage I saw that the rubber mold (FOODSIL) chemical's SDS / MSDS was not in the file.,Obtained correct SDS/ MSDS and made sure that it is printed and entered into file,2026-04-02T00:00:00.000Z,Environmental,Beginning,Negative Observation
96349,RSA Support Services,Field Laboratories,Treatment centre - Kimberlite area,Treatment & Processing,Positive Observation: improved housekeeping,The Treatment Plant Operators have responded positively to negative feedback from a recent VFL regarding their housekeeping. This has been significantly improved!,I complimented the Supervisor on the action taken by the team and asked her to pass on the positive observation.,2026-04-01T00:00:00.000Z,Safety,Beginning,Positive Observation
96302,Botswana,Field Facilities,Tsabong Field Camp.,Accommodation (Company Owned),A spider spotted inside women's toilet.,A spider spotted inside women's toilet.,"The team onsite advised about the importance of being vigilant, and always to SLAM.",2026-03-27T00:00:00.000Z,Safety,End-Month,Negative Observation
96301,Botswana,Field Facilities,Tsabong  Camp.,Accommodation (Company Owned),Rainwater entered the ablution block due to heavy rains experienced in the greater Tsabong area.,"Rainwater entered the ablution block due to heavy rains experienced in the greater Tsabong area. This resulted in a pool of water on the floor surface, making it easy for people to slip.",The water was mopped out to make the place safe.,2026-03-27T00:00:00.000Z,Other,End-Month,Negative Observation
96300,Botswana,Field Facilities,Tsabong  Camp.,Accommodation (Company Owned),Wasp nest found hanging by the office block entrance door.,Wasp nest found hanging by the office block entrance door.,"The nest was safely removed, with the individual using proper PPE to cover the whole body, as well as being vigilant.",2026-03-26T00:00:00.000Z,Safety,End-Month,Negative Observation
96297,Botswana,Field Facilities,Tsabong  Field Camp.,Accommodation (Company Owned),Pruning of another batch of salt bush (plants) within the camp.,Pruning of another batch of salt bush (plants) within the camp.,The Operation Support team notified.,2026-03-24T00:00:00.000Z,Other,End-Month,Negative Observation
96290,RSA Support Services,Support Services,Kitchen,Offices & Recreation,Mixing of Waste in the bins in the Kitchen,Food was containers were disposed in the food waste bin instead of being disposed in the food waste container which is affecting the waste separation at source. This is a is a deviation from the waste management practices.,Removed the containers from the food waste bin and disposed them into the food waste container bin.,2026-03-31T00:00:00.000Z,Environmental,End-Month,Negative Observation
96056,RSA Support Services,Support Services,Storage area,Offices & Recreation,Lights on at ESB,Upon arrival at the ESB the lights of the main area as well as the upstairs filing area was on,Upon exiting the building I ensured that all the lights were off,2026-03-26T00:00:00.000Z,Other,End-Month,Negative Observation
95961,RSA Support Services,Field Laboratories,Outside the laboratory next to ladies toilet,Sorting & Analysis,Cracked stepping stone,There is a round stone that you stepped into when going to the ladies rest room is cracked into three pieces,Report to my supervisor and log into Isometrix,2026-03-25T00:00:00.000Z,Safety,End-Month,Negative Observation
95950,RSA Support Services,Field Laboratories, Admin building,Workshops,Non-conformance  - Lack of PPE,Some contractor workers from the Contractor team were removing the cement in order to lift the paving. They were using a chisel and hammer. The workers did not have ear protection and dust masks.,"I spoke to the supervisor to inform him about the workers’ lack of PPE. He addressed the matter, and the workers were issued masks, ear protection, and goggles.",2026-03-25T00:00:00.000Z,Other,End-Month,Negative Observation
95915,RSA Support Services,Field Laboratories,Treatment Recce Area,Offices & Recreation,Fluorescent light bulb broken,Fluorescent light bulb broken in the Recce area by the storage passage,Logged a call with Empact,2026-03-24T00:00:00.000Z,Other,End-Month,Negative Observation
95907,RSA Support Services,Support Services,"Support services , Discovery main building",Offices & Recreation,office White board falling,Jaco office white board is falling,Reported to Empact,2026-03-24T00:00:00.000Z,Other,End-Month,Negative Observation
95906,RSA Support Services,Support Services,"Support services , Discovery main building first floor",Offices & Recreation,Door handle not working properly,Door door handle does not close properly as the screws are loose,Reported to Empact,2026-03-24T00:00:00.000Z,Other,End-Month,Negative Observation
95877,RSA Support Services,Field Laboratories,Outside of GMO building,Facilities & Infrastructure,Blocked drain,I noted that following heavy rains water was coming up through the cover of the storm water drain and bubbling along the sides. This speaks to a blocked drain as the water is bubbling up.,"Took a video, sent it to Riaan (Empact) and enquired as to whether they were aware of the issue and were going to deal with it.",2026-03-23T00:00:00.000Z,Other,End-Month,Negative Observation
95845,RSA Support Services,Support Services,Discovery Main Building,Facilities & Infrastructure,Power Trip,"On the morning of 23 March 2026 at 05H00, arriving at the Main building. I noticed that the lights were off at the entrance and the staircase, As I tried to switch it on there were no power.","Until I informed me that Andrew Fourie's offices also don't have power, I remember the Distribution Board in front of his office, when I opened it, I noticed that the lights have tripped. I switched it on and the lights at entrance, Staircase and Andrew Fourie office went on",2026-03-23T00:00:00.000Z,Other,End-Month,Negative Observation
95782,RSA Support Services,Field Laboratories,Analytical Laboratory,Sorting & Analysis,The EpiPen has expired - needs to be replaced.,"The EpiPen has expired. 

Update by L. Coney: This was located in Analytical, near the DSL-the decision had previously been taken to leave the EpiPen in place until expiry (Pers. Comms Andrew Macdonald and Gert van der Linde). It will not be replaced as there is an EpiPen available in a central location as well as at Reception and it will be disposed of in medical waste by Gert van der Linde.",Informed the area supervisor.,2026-03-23T00:00:00.000Z,Safety,End-Month,Negative Observation
95779,RSA Support Services,Field Laboratories,Analytical Laboratory,Sorting & Analysis,Gas toolbox and gas cylinder monthly checklists not updated for February,Gas toolbox and gas cylinder monthly checklists not updated for February,"Siyanda, Gert and Remus were notified.",2026-03-23T00:00:00.000Z,Environmental,End-Month,Negative Observation
95773,Botswana,Field Facilities,Tsabong  Camp.,Accommodation (Company Owned),Timely resolution of all reported near‑hits—specifically overhanging tree branches and saltbush plants requiring trimming—by security personnel onsite,Timely resolution of all reported near‑hits—specifically overhanging tree branches and saltbush plants requiring trimming—by security personnel onsite.,None.,2026-03-23T00:00:00.000Z,Other,End-Month,Negative Observation
95771,Botswana,Field Facilities,Tsabong Camp.,Accommodation (Company Owned),The saltbush plants along the perimeter fence need to be pruned for better visibility.,The saltbush plants along the perimeter fence need to be pruned for better visibility. Currently it is difficult to monitor the state of the fence.,"The issue raised with Operation Support team onsite. The patrol officers also cautioned to always slam as they move along the fence, as these could as well be hiding place of snakes.",2026-03-21T00:00:00.000Z,Other,End-Month,Negative Observation
95661,RSA Support Services,Support Services,-,Offices & Recreation,Hornet insects and its nest,Hornets were observed on a nest on the inside roof of the Lapa behind main complex building.,Reported to Empact and alerted other employees.,2026-03-18T00:00:00.000Z,Other,Mid-Month,Negative Observation
95653,Botswana,Field Facilities,Tsabong Camp.,Accommodation (Company Owned),"Loose gravel, uneven sandy patches and potential ""washboarding"" or hidden ridges that could cause vehicle to loose traction (resulting in skidding), tire puncture from sharp stones, or a tripping hazard for pedestrians.","Loose gravel, uneven sandy patches and potential ""washboarding"" or hidden ridges that could cause vehicle to loose traction (resulting in skidding), tire puncture from sharp stones, or a tripping hazard for pedestrians.",Both vehicle drivers and pedestrians advised exercising caution when using the stretch of road for their own safety and others.,2026-03-20T00:00:00.000Z,Safety,Mid-Month,Negative Observation
95652,Botswana,Field Facilities,Tsabong Camp.,Accommodation (Company Owned),"Over extended or dead wood branches that could potentially snap, falling into a person, vehicles or even blocking the pathways.","Over extended or dead wood branches that could potentially snap, falling into a person, vehicles or even blocking the pathways.","The team advised avoiding walking underneath the trees and always SLAM. If the threat persists, pruning of the hanging branches advised.",2026-03-19T00:00:00.000Z,Safety,Mid-Month,Negative Observation
95651,Botswana,Field Facilities,Tsabong Field Camp.,Accommodation (Company Owned),Outside lights for office block are not working.,"Outside lights for office block are not working. If not attended, this can pose risks more especially in the night when security officers are doing their routine patrols.",The Operation Support Officer was notified. The team on ground advised using torches when doing night patrols.,2026-03-18T00:00:00.000Z,Other,Mid-Month,Negative Observation
95650,Botswana,Field Facilities,Tsabong  Camp.,Accommodation (Company Owned),A spider found inside the toilet in the ablution block.,A spider found inside the toilet in the ablution block.,The team advised remaining vigilant and always SLAM.,2026-03-18T00:00:00.000Z,Safety,Mid-Month,Negative Observation
95649,Botswana,Field Facilities,Tsabong Camp.,Accommodation (Company Owned),A monitor lizard found inside the main kitchen.,"A monitor lizard found inside the main kitchen. While it might not be dangerous, it can attract creatures like snakes.",The team onsite notified and advised to always be vigilant.,2026-03-18T00:00:00.000Z,Safety,Mid-Month,Negative Observation
95645,RSA Support Services,Field Laboratories,Opposite STC kitchen,Treatment & Processing,Observation,"I observe a black plastic bag with waste inside for a week, I don't know what is inside.",reported to my supervisor about it.,2026-03-20T00:00:00.000Z,Environmental,Mid-Month,Negative Observation
95461,RSA Support Services,Field Laboratories,Outside next to Lapa area,Sorting & Analysis,Litter,"As I walk pass from the lab, I grab a piece of sweet paper off the outside floor for the second time.",I grab sweet paper to toss it into the bin.,2026-03-16T00:00:00.000Z,Other,Mid-Month,Negative Observation
95280,Angola,Field Facilities,Muconda_workshop_area,General Storage,Damaged hoses present in the work area,Damaged hoses present in the work area,Remove all damaged hoses in work area and reinforce the housekeeping and materials control segregation before after job done,2026-03-11T00:00:00.000Z,Other,Mid-Month,Negative Observation
95278,Angola,Field Facilities,Muconda_Storage area_Workshop,General Storage,Unsafe act. Lack of proper storage for hoses,Lack of proper storage for hoses,Install dedicated hose storage racks or reels in appropriate operational areas.,2026-03-11T00:00:00.000Z,Other,Mid-Month,Negative Observation
95275,Angola,Transport Activities,Muconda_drill_site_road_access_conditions,Light Vehicles,Unsafe condition,"Multiple teams—including logistics, drilling support, rig move personnel, and contractor transport crews—are using the same rain‑affected access road without clear coordination. Due to poor communication, inconsistent movement schedules, and absence of centralized control, vehicles are entering unstable road sections simultaneously or attempting recovery actions independently.","Communicated the hazard to all supervisors and drivers via radio.
Paused all non-essential vehicle movement until coordination was re-established.
Implemented spotters and restricted travel to one vehicle at a time through degraded sections.",2026-03-09T00:00:00.000Z,Safety,Beginning,Negative Observation
95273,Angola,Transport Activities,Muconda_drill_site_road_access,Light Vehicles,Unsafe condition,"The degraded access road leading to the Muconda drill‑site lacks temporary reinforcement materials such as gravel, crushed rock, timber mats, or geotextile stabilizers. Due to continuous rainfall, the road surface has softened significantly, resulting in deep mud, rutting, and unstable ground.","Communicated road condition hazards to site personnel and drivers via radio.
Identified and marked the most unstable areas to keep vehicles away.",2026-03-10T00:00:00.000Z,Safety,Beginning,Negative Observation
95269,Angola,Transport Activities,Muconda_drill_site_access,Light Vehicles,Unsafe condition,"The current road conditions on the Muconda drill‑site access route—characterized by deep mud, standing water, uneven surfaces, vehicles stuck in multiple locations, and ongoing rainfall—pose a significant risk of delayed medical evacuation should an injury occur","Positioned personnel with radios at key choke points for monitoring.
Identified and flagged the most passable alternative routes.
Ensured first‑aid kits and trained personnel are available at nearest work fronts in case of injury.
Placed recovery equipment on standby to clear routes for emergency access if needed",2026-03-10T00:00:00.000Z,Safety,Beginning,Negative Observation
95266,Angola,Transport Activities,Muconda_drill_site_road_acess,Other,Unsafe conditions,"Due to sustained rainfall and saturated soil conditions, groundwater levels in the Muconda drill‑site access area have risen, creating deep soft spots along and beneath the roadway.","Restricted vehicle movement in low‑lying areas where soft spots are suspected, marked known soft ground zones using cones/flags to prevent wheel loading on unstable sections,
Instructed drivers to avoid these areas entirely and use alternative tracks.
Assigned supervisors to guide any essential vehicle movement.",2026-03-09T00:00:00.000Z,Safety,Beginning,Negative Observation
95262,Angola,Field Activities,Muconda_drill_site_road_acess,Drilling (Core & LLD),Unsafe conditions,"Weather forecasts indicate continued rainfall in the Muconda drill‑site area. The access road is already severely waterlogged, deeply rutted, and structurally unstable.",Activated weather-monitoring protocol for continued rainfall alerts and instructed all teams to use alternative access routes where possible.,2026-03-11T00:00:00.000Z,Safety,Mid-Month,Negative Observation
95259,Angola,Transport Activities,Muconda_drill_site_road access,Light Vehicles,Unsafe condition,Vehicles traveling through the saturated and muddy access road are engaging in excessive wheel spinning as drivers attempt to gain traction.,Redirected traffic to alternate or firmer areas where available.,2026-03-10T00:00:00.000Z,Safety,Beginning,Negative Observation
95257,Angola,Transport Activities,Muconda_drill_site_road_acess,Heavy Duty Vehicles,Unsafe conditions,"Vehicles attempting to traverse the rain‑damaged access road are tilting significantly due to the extremely uneven, rutted, and unstable ground surface",Ensured that no personnel remain downhill or within the line‑of‑fire of tilted vehicles.,2026-03-11T00:00:00.000Z,Safety,Mid-Month,Negative Observation
95255,Angola,Transport Activities,Muconda_drill_site_road_acess,Heavy Duty Vehicles,Unsafe condtion,A heavy truck is immobilized in deep mud along the access road,Ensured recovery performed only by competent personnel using rated equipment.,2026-03-09T00:00:00.000Z,Safety,Beginning,Negative Observation
95253,Angola,Transport Activities,Muconda_drill_site_road_acess,Heavy Duty Vehicles,Unsafe condition,Standing water has accumulated inside multiple deep wheel ruts along the access road,"Marked hazardous areas using flags/cones to prevent vehicles from driving into water‑filled ruts, directed drivers to maintain safe distance and avoid the submerged areas entirely.",2026-03-10T00:00:00.000Z,Safety,Beginning,Negative Observation
95251,Angola,Transport Activities,Muconda_drill_site_road acess,Light Vehicles,Unsafe condition,"The access road leading toward the drill‑site area is heavily saturated with deep mud, caused by recent rainfall.",Stopped all non‑essential vehicle traffic through the affected section and warned site personnel via radio notice.,2026-03-09T00:00:00.000Z,Safety,Beginning,Negative Observation
95173,RSA Support Services,Field Laboratories,STC,Treatment & Processing,Ultrasonic bath,While closing and switching off light when preparing to knock off i noticed that the  TPOs (operators)  had switch off the ultrasonic bath but forgot to switch it off from the circuit plug and i noticed because there was still power showing on it .,unplugged the ultrasonic bath from the circuit  and following day i had a brief meeting to alert the team on what happened and to remind them to always unplug it from the wall as well .,2026-03-11T00:00:00.000Z,Other,Mid-Month,Negative Observation
94916,Angola,Company Offices,Lucapa campsite,Facility & Infrastructure,Good practices,Strong organizational practices in the workshop work areas,Congratulate the operations team,2026-03-05T00:00:00.000Z,Other,Beginning,Positive Observation
94915,Angola,Field Activities,Muconda drill_site,Drilling (Core & LLD),Good practice,Supervisors cleaning the working area,Congratulate  the Mitchell drilling team,2026-03-03T00:00:00.000Z,Other,Beginning,Positive Observation
94914,Angola,Field Activities,Muconda drill site,Drilling (Core & LLD),Good practices,Good use of PPE during drilling activities,Congratulate the team,2026-03-03T00:00:00.000Z,Safety,Beginning,Positive Observation
94913,Angola,Field Facilities,Muconda drill site,General Storage,Good practice,Good Waste Management on Site,Congratulate the team and keep up working safely,2026-03-02T00:00:00.000Z,Environmental,Beginning,Positive Observation
94905,Angola,Company Offices,Lucapa campsite,Facility & Infrastructure,Unsafe condition,Lack of lightening in main toilet,Reported to electrician operator to solve it...,2026-03-05T00:00:00.000Z,Other,Beginning,Negative Observation
94904,Angola,Company Offices,Lucapa campsite,Facility & Infrastructure,Unsafe condition,Water leakage in area,Reported to operation team and they fixed it,2026-03-06T00:00:00.000Z,Other,Beginning,Negative Observation
94903,Angola,Company Offices,Lucapa campsite,Facility & Infrastructure,Unsafe condition,The laundry room fan isn’t working,Reported to fleet manager,2026-03-03T00:00:00.000Z,Other,Beginning,Negative Observation
94902,Angola,Company Offices,Lucapa campsite,Facility & Infrastructure,Unsafe condition,The plywood panels in the Contractor inventory container are damaged and require replacement.,Reported to fleet manager,2026-03-06T00:00:00.000Z,Other,Beginning,Negative Observation
94897,Angola,Field Facilities,-,Kitchen,Unsafe conditions,"The food storage container has no internal lighting, creating inadequate visibility for operations.",Install lighting to creating adequate visibility for kitchen staff,2026-03-02T00:00:00.000Z,Safety,Beginning,Negative Observation
94896,Angola,Field Facilities,Lucapa campsite,Kitchen,Safety suggestion,"
Install dedicated and properly rated electrical outlets for the fryers to ensure safe operation.",Reported to electrical officer,2026-03-06T00:00:00.000Z,Safety,Beginning,Negative Observation
94694,Angola,Company Offices,Office,Facility & Infrastructure,Bad smell in the 9th floor,"on 20/02/2026, a strong burning smell was detected in the restroom area on the 9th floor of the building, apparently of electrical origin.","The building maintenance team was immediately notified and proceeded to the site to carry out the inspection, where they identified a burnt-out bulb in the stairwell area.",2026-02-20T00:00:00.000Z,Safety,Mid-Month,Negative Observation
94629,RSA Support Services,Field Laboratories,STC water purification,Treatment & Processing,Water leakage,"Theres a pool of water  on the floor by water purification room , this needs to be investigated with maintanance supervisor on wether its from rain or the Deionised water tank .",Reported to maintanance supervisor for further investigation,2026-03-02T00:00:00.000Z,Other,Beginning,Negative Observation
94458,Angola,Sample Processing,Muconda_Subcontrator_workshop are,Storage & Handling,Unsafe condition,The workshop area is not maintained in good housekeeping condition.,"Remove any tripping hazards such as sharp edges, loose pieces, or blocked pathways",2026-02-26T00:00:00.000Z,Safety,End-Month,Negative Observation
94455,Angola,Field Facilities,Muconda_fly_camp,Accommodation (Company Owned),Unsafe condition,WC in improper working condition.,Report the issue to Facilities/Maintenance for urgent repair and fix it,2026-02-25T00:00:00.000Z,Other,End-Month,Negative Observation
94453,Angola,Field Facilities,Muconda fly_camp,Accommodation (Company Owned),Unsafe condition,Segregation issues identified in the asset area.,Identify and separate all mixed materials,2026-02-25T00:00:00.000Z,Other,End-Month,Negative Observation
94449,Angola,Field Facilities,Muconda_fly_camp,Accommodation (Company Owned),Unsafe condition,An electrical panel was found with its door open.,Close and properly secure the electrical panel door to prevent exposure to live components.,2026-02-25T00:00:00.000Z,Safety,End-Month,Negative Observation
94448,Angola,Field Activities,Muconda drill site,Materials Handling,Unsafe conditions,Lack of metal scrap bin/skip,Provide a metal scrap bin/skip in the designated work area to ensure proper disposal of metal waste.,2026-02-26T00:00:00.000Z,Other,End-Month,Negative Observation
94447,Angola,Sample Processing,Muconda_fly_camp,Waste Management,Unsafe conditions,Obstructed Pathway in Scrap Area,Remove the materials immediately from the walkway to restore a clear and safe path.,2026-02-24T00:00:00.000Z,Other,End-Month,Negative Observation
94446,Angola,Field Activities,Muconda_drill_site,Drilling (Core & LLD),Unsafe condition,Ear plugs on the floor poor housekeeping,"Call the supervisor team leader to ensure proper housekeeping before and after job done, and segregate the waste properly",2026-02-24T00:00:00.000Z,Safety,End-Month,Negative Observation
94442,Angola,Transport Activities,Muconda,Light Vehicles,Unsafe condition,Rear back light not working properly,Reported to fleer manager to fix it,2026-02-26T00:00:00.000Z,Other,End-Month,Negative Observation
94441,Angola,Transport Activities,Muconda accomodation,Light Vehicles,Unsafe condition,Air conditioning system not functioning in land cruiser company vehicle,Reported to fleet manager arrange for the vehicle to be sent to Lucapa for full maintenance and ensure it only returns to operation once all identified issues have been properly resolved.,2026-02-26T00:00:00.000Z,Safety,End-Month,Negative Observation
94428,Angola,Company Offices,Lucapa campsite,Facility & Infrastructure,Unsafe act,It was noticed that the urinal tap in the men's ablutions was left open for many hours,Closed immediately and reported to fleet manager and operation team,2026-02-23T00:00:00.000Z,Other,End-Month,Negative Observation
94427,Angola,Company Offices,Lucapa campsite,Facility & Infrastructure,Unsafe act,It was noticed that a pipe underground at the plant was leaking,Reported to operations and fleet manager in our daily TBT,2026-02-23T00:00:00.000Z,Other,End-Month,Negative Observation
94426,Angola,Company Offices,Lucapa,Facility & Infrastructure,Unsafe act,Tap at the ablutions behind the workshop left open,Conduct a short awareness briefing for all employees on water management and discipline,2026-02-23T00:00:00.000Z,Other,End-Month,Negative Observation
94425,Angola,Company Offices,Lucapa cmapsite,Facility & Infrastructure,Unsafe act,I found toile shower open in man toilets,Closed the shower and reinforced the team before left the shower make sure it is closed,2026-02-17T00:00:00.000Z,Other,Mid-Month,Negative Observation
94424,Angola,Company Offices,Lucapa campsite,Facility & Infrastructure,Unsafe act,The urinal tap at the office area was left open,Close the tap immediately and briefed all the team in our daily toolbox talk short awareness on water conservation,2026-02-21T00:00:00.000Z,Other,End-Month,Negative Observation
94398,RSA Support Services,Support Services,-,Offices & Recreation,Tables kept under the staircase at Resource Centre,Tables kept under the staircase at Resource Centre,Requested Empact to remove the tables,2026-02-25T00:00:00.000Z,Other,End-Month,Negative Observation
94397,RSA Support Services,Support Services,-,Offices & Recreation,A screw is loose on fire extinguisher W203,A screw is loose on fire extinguisher W203,Logged a call on ESS,2026-02-24T00:00:00.000Z,Safety,End-Month,Negative Observation
94396,RSA Support Services,Support Services,Technical Services,Offices & Recreation,Old IM & RSA Exploration offices require cleaning due to dust,Old IM  offices require cleaning due to dust,Arranged with Empact to get the offices cleaned,2026-02-24T00:00:00.000Z,Other,End-Month,Negative Observation
94395,RSA Support Services,Support Services,Resource Center,Offices & Recreation,Pest control inspection overdue at the Resource Center,Pest control inspection overdue at the Resource Center,Logged a call on ESS,2026-02-24T00:00:00.000Z,Other,End-Month,Negative Observation
94393,RSA Support Services,Support Services,Resource Centre bunker,Offices & Recreation,Fluorescent light cover has fallen off at Resource Centre bunker,Fluorescent light cover has fallen off at Resource Centre bunker,Logged a call on ESS,2026-02-25T00:00:00.000Z,Other,End-Month,Negative Observation
94298,Botswana,Field Facilities,Tsabong Field Camp.,Accommodation (Company Owned),A gully (water-carved ditch) developed beneath the perimeter fence due to heavy rains experienced in the area.,"A gully (water-carved ditch) developed beneath the perimeter fence due to heavy rains experienced in the area. If left unattended, it could grow, resulting in exposed fence. This could result in animals entering the camp, and compromised security.","The Operation Support person onsite notified, and the team to keep an open eye on the issue as rains continues in the greater Tsabong area.",2026-02-24T00:00:00.000Z,Other,End-Month,Negative Observation
94296,Botswana,Field Facilities,Tsabong Field Camp,Accommodation (Company Owned),A spider found inside the office block.,A spider found inside the office block.,"The team reminded to always SLAM, especially entering offices that are not frequently used.",2026-02-23T00:00:00.000Z,Safety,End-Month,Negative Observation
94265,Angola,Field Facilities,Muconda fy_camp,Accommodation (Company Owned),Good observation,Good housekeeping and accommodation campsite well organized and Tyde,congratulate the operations team and pushing them to keep the best practices and standards,2026-02-24T00:00:00.000Z,Safety,End-Month,Positive Observation
94187,RSA Support Services,Field Laboratories,-,Facilities & Infrastructure,Rain meter,"On Thursday 19 Feb 2026 at 15.30, I noticed that the rain meter at the Lapa was laying on the ground.
","I took it and put it at the Lapa area.
Work request was logged for maintenance to repair. 4988",2026-02-23T00:00:00.000Z,Other,End-Month,Negative Observation
94169,Botswana,Field Facilities,Tsabong Field Camp.,Accommodation (Company Owned),A scorpion found inside the main kitchen facility.,A scorpion found inside the main kitchen facility.,"The team on ground alerted about the presence of these harmful creatures including snakes. The importance of SLAM and always putting on clothing that covers the whole body, especially the closed shoes.",2026-02-22T00:00:00.000Z,Safety,End-Month,Negative Observation
94168,Botswana,Field Facilities,Field Camp.,Accommodation (Company Owned),"A small, striped snake (psammophylax tritaeniatus) was spotted hanging on the tree branches along the perimeter fence.","A small, striped snake (psammophylax tritaeniatus) was spotted hanging on the tree branches along the perimeter fence. it is a common, harmless, striped snake found across most of Botswana.","No action. The team reminded about the presence of snakes around this time of the year, especially during rainy season as the food (rats, insects) is in abundance.",2026-02-21T00:00:00.000Z,Safety,End-Month,Negative Observation
94167,Botswana,Field Facilities,Tsabong Field Camp.,Accommodation (Company Owned),A scorpion spotted inside the security guard room.,A scorpion spotted inside the security guard room.,"The team reminded to always close the doors, and ensure they have adequate lighting especially in the night. The use of closed shoes at all times was emphasized.",2026-02-19T00:00:00.000Z,Safety,Mid-Month,Negative Observation
94166,Botswana,Field Facilities,Tsabong Field Camp.,Accommodation (Company Owned),A scorpion spotted underneath the waste bin.,A scorpion was spotted underneath the waste bin at the field camp.,"The team advised to be cautious when moving things around, and always SLAM.",2026-02-15T00:00:00.000Z,Safety,Mid-Month,Negative Observation
94144,Angola,Field Facilities,Lucapa camp gym,Accommodation (Company Owned),Lights left on,Lights at the gym were left on.,Switched off,2026-02-17T00:00:00.000Z,Other,Mid-Month,Negative Observation
94072,Angola,Transport Activities,Muconda Drill Camp,Heavy Duty Vehicles,truck has no spare wheel,During a routine inspection it was noticed that one of the DB trucks used by Mitchell Drilling did not have a spare wheel,the Concern was immediately raised with the onsite supervisor and it was determined that the wheel was removed and used on one of there trucks that had a puncture and the wheel is in Saurimo. The wheel is in the process of being return and will be fitted on the truck in the next few days,2026-02-14T00:00:00.000Z,Other,Mid-Month,Negative Observation
94071,Angola,Transport Activities,Muconda Dril camp,Heavy Duty Vehicles,House keeping inside trucks is poor,"During a equipment inspection it was notice that the house keeping in the trucks used by Mitchell drilling was poor, Cabin was dirty and emergency tools and sling were everywhere and not packed in the correct location","It was discussed with the team onsite, the cabin and tools were organised, and we will continue to check.",2026-02-13T00:00:00.000Z,Emergency Preparedness,Mid-Month,Negative Observation
94065,Angola,Field Facilities,Lucapa workshop,Workshop,boxes of welding rod left out over night,it was noticed that two boxes of welding rod had been forgot to be put in the locked store at the end of the day,Discussed with the team member and the welding rod were put in the store,2026-02-18T00:00:00.000Z,Safety,Mid-Month,Negative Observation
